Respondent_ID,Institutional_AI_Policy,AI_Regulation_Need,Academic_Ethical_Risk,Information_Reliability_Risk,Social_Impact_Risk,Privacy_Concern,Student_Ethical_Engagement
2674,I don't know,1.5,2.25,2.5,1.0,1.0,2.25
2675,N/A,,,,,,
2676,I don't know,1.0,1.75,1.0,2.0,1.0,1.75
2677,I don't know,3.0,1.25,3.0,2.6666666666666665,4.0,3.75
2679,I don't know,4.5,4.75,4.5,2.6666666666666665,4.0,4.5
2680,I don't know,5.0,4.25,5.0,3.6666666666666665,5.0,5.0
2682,N/A,,,,,,
2684,I don't know,4.75,3.0,3.5,4.333333333333333,4.0,3.5
2685,No,3.0,2.75,2.0,1.0,1.0,3.0
2686,I don't know,4.5,4.0,4.0,4.0,4.0,4.0
2687,No,3.5,4.75,5.0,4.0,4.0,4.0
2688,I don't know,4.0,2.0,2.0,2.0,2.0,3.0
2689,No,2.5,1.25,2.5,3.3333333333333335,4.0,4.25
2690,I don't know,4.25,3.25,3.0,4.666666666666667,2.0,3.25
2692,I don't know,5.0,1.0,1.0,1.0,1.0,5.0
2693,Yes,4.0,3.75,3.0,3.3333333333333335,2.0,4.0
2695,I don't know,3.75,1.75,1.0,1.0,1.0,1.75
2698,No,2.0,2.0,2.0,2.0,2.0,4.0
2699,I don't know,3.5,3.75,3.5,3.3333333333333335,4.0,4.0
2701,I don't know,4.0,3.25,4.0,3.3333333333333335,2.0,3.25
2702,I don't know,5.0,1.0,1.0,1.0,1.0,4.5
2704,I don't know,4.0,4.0,4.0,2.0,4.0,4.0
2705,I don't know,4.0,5.0,4.0,3.6666666666666665,2.0,4.0
2706,I don't know,3.5,3.75,4.0,4.0,3.0,3.0
2707,No,4.0,3.25,3.0,2.0,2.0,4.0
2709,I don't know,4.0,3.5,2.5,2.0,2.0,3.5
2710,N/A,,,,,,
2711,I don't know,3.25,3.75,4.0,3.3333333333333335,4.0,4.0
2712,No,2.0,1.75,2.0,1.0,1.0,3.25
2713,I don't know,3.5,3.25,4.0,1.0,1.0,3.75
2714,I don't know,2.0,1.5,1.0,1.6666666666666667,1.0,3.3333333333333335
2715,N/A,,,,,,
2716,I don't know,3.75,4.75,3.0,2.6666666666666665,2.0,3.0
2717,I don't know,5.0,1.0,1.0,1.0,1.0,5.0
2718,No,3.0,3.75,4.0,3.3333333333333335,3.0,3.75
2719,I don't know,3.25,1.0,1.0,1.0,1.0,3.25
2720,I don't know,4.0,3.25,4.0,1.0,1.0,5.0
2723,I don't know,3.0,1.75,3.0,1.0,1.0,4.0
2724,I don't know,4.75,4.75,4.0,3.0,3.0,5.0
2725,No,3.25,2.25,3.0,2.3333333333333335,3.0,2.0
2726,I don't know,2.5,4.5,5.0,3.6666666666666665,5.0,3.5
2727,I don't know,4.0,2.0,2.0,1.3333333333333333,2.0,3.5
2728,No,3.5,3.25,3.5,4.0,3.0,3.25
2730,I don't know,3.0,2.25,2.5,2.0,2.0,3.0
2731,I don't know,5.0,2.5,4.0,3.0,2.0,3.75
2732,No,5.0,1.5,1.0,1.3333333333333333,1.0,2.25
2734,I don't know,3.0,5.0,5.0,3.0,5.0,4.75
2735,No,3.25,4.5,4.0,5.0,3.0,4.75
2737,Yes,3.5,3.75,3.5,3.0,3.0,4.0
2738,I don't know,2.25,2.0,1.0,1.0,1.0,3.75
2739,I don't know,5.0,2.5,2.5,1.0,3.0,5.0
2740,N/A,,,,,,
2741,Yes,3.5,2.75,2.0,2.3333333333333335,1.0,5.0
2742,No,4.0,4.75,3.0,1.3333333333333333,2.0,4.25
2743,I don't know,3.0,2.5,2.5,1.6666666666666667,3.0,3.0
2744,Yes,2.75,3.5,2.0,1.0,1.0,3.0
2747,I don't know,3.5,4.5,4.0,2.0,2.0,4.25
2748,I don't know,4.0,3.25,1.5,1.6666666666666667,3.0,4.0
2749,I don't know,5.0,5.0,5.0,5.0,5.0,5.0
2751,I don't know,5.0,5.0,5.0,5.0,5.0,4.5
2752,I don't know,3.0,3.75,4.5,1.3333333333333333,3.0,2.5
2753,N/A,,,,,,
2754,No,2.25,1.0,1.0,1.0,1.0,1.0
2755,Yes,4.0,4.0,4.0,3.0,3.0,4.5
2756,I don't know,3.25,4.25,4.5,3.6666666666666665,2.0,4.5
2757,I don't know,3.0,3.5,3.0,3.3333333333333335,3.0,3.5
2758,I don't know,3.0,3.25,3.0,1.3333333333333333,1.0,3.25
2759,I don't know,4.0,3.0,4.5,1.6666666666666667,3.0,3.25
2760,Yes,5.0,4.25,4.5,4.666666666666667,5.0,4.75
2762,No,3.0,4.25,4.0,2.6666666666666665,3.0,3.0
2763,I don't know,2.75,4.75,4.5,3.3333333333333335,5.0,3.5
2764,I don't know,3.0,3.0,3.0,3.3333333333333335,3.0,2.75
2765,I don't know,1.5,2.75,2.0,1.0,2.0,1.75
2766,I don't know,4.0,,,,,
2767,I don't know,3.0,3.25,3.0,3.0,3.0,3.0
2768,I don't know,4.0,4.25,3.5,2.3333333333333335,3.0,4.25
2769,I don't know,1.0,4.0,3.5,1.0,5.0,2.5
2770,I don't know,1.0,2.75,3.5,3.6666666666666665,3.0,4.25
2771,No,3.5,2.0,3.0,1.0,1.0,4.25
2772,I don't know,5.0,4.5,5.0,3.6666666666666665,5.0,5.0
2773,I don't know,3.0,3.0,3.0,3.0,3.0,4.0
2774,No,5.0,5.0,5.0,4.0,5.0,3.25
2775,I don't know,2.5,3.5,4.0,3.0,3.0,3.75
2777,I don't know,3.5,2.75,3.5,1.6666666666666667,2.0,3.5
2779,I don't know,4.5,3.0,3.5,3.0,3.0,3.0
2781,I don't know,4.5,3.5,4.0,2.3333333333333335,4.0,4.0
2783,I don't know,4.0,2.5,1.5,1.6666666666666667,2.0,4.25
2784,N/A,,,,,,
2785,I don't know,4.0,3.75,3.5,3.0,3.0,4.0
2786,No,3.0,4.75,5.0,3.6666666666666665,5.0,5.0
2787,I don't know,3.0,3.5,3.5,3.0,5.0,3.0
2788,I don't know,3.0,4.0,3.0,2.3333333333333335,4.0,4.75
2789,Yes,3.5,5.0,5.0,3.6666666666666665,5.0,3.5
2790,Yes,4.0,4.25,4.0,4.0,4.0,4.0
2791,I don't know,2.5,4.0,4.5,2.3333333333333335,2.0,4.5
2792,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
2793,Yes,3.0,3.0,3.0,3.0,3.0,3.5
2794,I don't know,4.0,3.25,3.5,4.666666666666667,3.0,3.5
2795,I don't know,4.0,3.0,2.5,2.3333333333333335,2.0,3.75
2796,Yes,5.0,2.25,2.0,2.0,2.0,3.5
2797,No,3.5,4.5,4.5,2.0,2.0,3.25
2798,I don't know,4.0,4.25,5.0,4.0,4.0,3.75
2800,I don't know,4.0,2.5,3.0,2.0,4.0,4.25
2801,N/A,,,,,,
2802,I don't know,3.75,4.75,4.5,4.666666666666667,4.0,4.5
2804,No,3.5,3.0,2.5,3.0,1.0,3.25
2805,I don't know,3.5,2.75,3.5,3.6666666666666665,2.0,3.75
2806,I don't know,3.5,4.75,5.0,5.0,5.0,3.5
2807,I don't know,5.0,5.0,5.0,5.0,5.0,4.25
2808,I don't know,2.0,2.5,2.5,2.0,3.0,3.0
2809,No,1.0,2.0,3.0,1.0,3.0,3.5
2810,No,4.25,3.75,4.5,2.3333333333333335,2.0,3.75
2812,I don't know,4.0,4.0,4.0,4.333333333333333,4.0,4.0
2813,I don't know,4.0,4.0,5.0,1.0,1.0,4.5
2815,I don't know,4.0,2.75,3.0,3.0,4.0,3.75
2816,N/A,,,,,,
2817,Yes,5.0,5.0,5.0,5.0,5.0,4.75
2819,N/A,,,,,,
2820,Yes,2.5,1.0,1.0,1.0,1.0,4.25
2821,I don't know,4.0,5.0,5.0,5.0,5.0,5.0
2822,No,3.75,3.5,3.0,1.6666666666666667,4.0,3.5
2823,No,4.0,2.0,1.0,1.3333333333333333,1.0,3.25
2824,No,3.25,2.75,4.0,1.3333333333333333,2.0,3.5
2825,No,2.0,2.75,3.0,1.0,1.0,3.25
2826,Yes,4.0,3.75,4.5,4.333333333333333,5.0,5.0
2827,Yes,4.0,1.75,3.0,1.6666666666666667,2.0,2.75
2828,Yes,2.0,3.25,3.5,1.3333333333333333,1.0,2.5
2829,I don't know,4.0,4.0,,1.3333333333333333,2.0,3.75
2830,I don't know,1.0,3.5,3.5,1.3333333333333333,1.0,1.75
2832,No,3.0,3.0,3.0,3.0,2.0,3.0
2833,I don't know,1.0,1.0,1.0,1.0,1.0,2.0
2834,No,4.0,5.0,5.0,1.6666666666666667,3.0,3.0
2836,I don't know,4.5,1.75,1.5,1.0,1.0,3.75
2837,Yes,2.25,2.75,3.0,2.6666666666666665,3.0,3.25
2838,I don't know,4.333333333333333,4.75,4.0,4.0,3.0,3.75
2840,I don't know,4.0,3.5,4.0,4.0,4.0,4.0
2841,I don't know,2.0,1.0,2.0,1.0,1.0,2.75
2842,I don't know,3.0,3.5,4.5,2.0,2.0,2.5
2843,I don't know,4.5,4.25,5.0,3.6666666666666665,4.0,4.0
2846,I don't know,1.75,3.0,2.0,2.3333333333333335,2.0,4.0
2848,I don't know,4.0,3.5,3.0,1.6666666666666667,3.0,3.75
2849,I don't know,5.0,2.5,2.5,4.0,2.0,4.75
2850,I don't know,3.0,1.0,1.0,1.0,1.0,5.0
2852,I don't know,4.0,4.75,5.0,3.6666666666666665,3.0,3.75
2853,I don't know,1.75,2.5,3.5,1.0,2.0,3.0
2854,N/A,,,,,,
2856,I don't know,3.0,3.25,3.5,2.0,2.0,4.0
2857,Yes,3.0,4.25,4.0,4.666666666666667,2.0,4.75
2858,N/A,,,,,,
2859,I don't know,3.25,3.25,2.0,1.0,2.0,3.0
2860,I don't know,3.5,3.5,3.5,2.3333333333333335,3.0,3.5
2861,No,3.0,1.75,2.0,1.6666666666666667,4.0,3.5
2862,No,2.0,2.75,3.0,1.6666666666666667,1.0,2.25
2864,I don't know,5.0,3.75,3.0,3.6666666666666665,2.0,3.0
2866,N/A,,,,,,
2868,I don't know,4.0,2.25,3.5,1.3333333333333333,3.0,3.75
2869,No,1.0,1.75,2.5,1.0,1.0,1.0
2871,I don't know,5.0,4.75,3.5,2.0,3.0,5.0
2872,No,4.0,4.0,4.5,3.6666666666666665,4.0,4.0
2873,I don't know,3.25,3.5,3.0,3.0,3.0,4.25
2874,I don't know,3.0,3.75,4.0,4.0,4.0,3.25
2875,I don't know,4.0,4.0,3.5,3.3333333333333335,2.0,4.5
2876,I don't know,4.25,4.0,4.0,3.0,2.0,3.75
2877,No,5.0,5.0,5.0,3.6666666666666665,5.0,4.75
2878,N/A,,,,,,
2879,I don't know,4.0,4.25,3.5,4.333333333333333,5.0,3.75
2880,Yes,4.5,1.0,1.0,1.0,1.0,3.5
2881,I don't know,4.0,3.0,3.0,3.0,3.0,3.0
2883,I don't know,2.75,3.25,4.5,4.0,5.0,3.0
2884,No,3.75,1.5,3.0,3.6666666666666665,2.0,3.0
2885,Yes,5.0,3.5,3.5,2.3333333333333335,3.0,4.25
2886,No,4.5,4.75,5.0,2.6666666666666665,5.0,4.25
2887,Yes,4.0,3.5,3.5,4.0,3.0,4.0
2888,I don't know,3.25,1.75,2.0,1.0,1.0,1.5
2889,I don't know,2.5,3.5,4.5,2.0,5.0,2.75
2890,N/A,,,,,,
2891,Yes,4.0,2.5,2.0,2.0,2.0,3.5
2892,I don't know,2.0,2.0,3.0,2.3333333333333335,2.0,3.25
2893,I don't know,3.0,1.75,2.0,1.3333333333333333,2.0,3.0
2894,I don't know,2.0,3.5,4.0,4.0,3.0,2.5
2895,I don't know,5.0,3.75,3.5,3.3333333333333335,1.0,4.75
2896,Yes,3.75,1.25,1.5,1.3333333333333333,1.0,3.5
2897,I don't know,3.0,1.75,4.0,2.0,3.0,3.75
2898,Yes,3.75,3.75,3.0,3.3333333333333335,3.0,3.25
2899,I don't know,2.5,2.25,2.0,2.0,3.0,3.5
2900,No,3.5,1.75,1.0,1.0,1.0,3.0
2901,Yes,3.0,3.0,3.0,2.0,2.0,3.5
2902,I don't know,2.0,2.5,3.5,3.6666666666666665,3.0,3.5
2903,I don't know,2.0,2.25,3.0,2.6666666666666665,3.0,2.5
2905,No,4.5,1.25,1.0,1.0,1.0,5.0
2906,Yes,4.0,4.5,4.5,2.6666666666666665,3.0,3.75
2907,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
2908,I don't know,3.0,2.0,2.5,2.0,2.0,3.75
2909,I don't know,1.0,1.0,1.0,1.0,1.0,1.0
2910,No,5.0,4.75,5.0,2.3333333333333335,3.0,3.25
2912,No,4.0,4.75,5.0,3.3333333333333335,3.0,4.25
2913,I don't know,3.75,2.75,3.5,1.6666666666666667,3.0,4.0
2914,No,3.25,3.5,2.0,2.3333333333333335,3.0,4.0
2915,I don't know,3.5,3.0,3.5,2.3333333333333335,2.0,3.75
2916,No,4.0,3.75,3.5,3.6666666666666665,3.0,3.0
2917,I don't know,5.0,2.0,1.0,1.0,1.0,3.0
2918,I don't know,3.0,1.75,1.0,1.3333333333333333,1.0,3.5
2919,I don't know,3.25,2.5,3.5,2.6666666666666665,3.0,3.5
2920,I don't know,4.75,2.75,4.0,1.0,1.0,4.75
2922,Yes,3.0,2.25,2.5,2.0,2.0,2.75
2923,I don't know,3.75,3.5,2.5,1.6666666666666667,2.0,3.25
2924,I don't know,3.0,2.5,2.5,2.0,3.0,3.0
2925,I don't know,1.5,1.75,1.0,1.3333333333333333,1.0,3.0
2926,I don't know,4.5,3.5,3.0,1.3333333333333333,2.0,5.0
2927,I don't know,2.0,2.5,2.0,1.6666666666666667,3.0,3.25
2928,I don't know,4.25,3.5,3.0,1.6666666666666667,2.0,3.25
2929,I don't know,3.5,2.75,3.0,3.0,3.0,4.0
2930,Yes,4.25,5.0,5.0,5.0,5.0,5.0
2931,No,1.0,1.75,2.0,1.0,1.0,2.25
2932,Yes,4.75,3.25,2.0,1.0,1.0,2.25
2933,I don't know,4.0,4.0,4.0,3.3333333333333335,4.0,3.5
2934,N/A,,,,,,
2935,N/A,,,,,,
2936,No,4.0,3.5,4.0,3.6666666666666665,2.0,3.75
2937,Yes,4.0,3.25,3.0,1.6666666666666667,3.0,4.25
2939,No,3.5,4.25,3.0,3.3333333333333335,4.0,4.0
2940,N/A,,,,,,
2941,I don't know,3.5,3.0,3.0,3.0,1.0,4.0
2942,No,4.0,4.0,3.0,4.0,4.0,3.5
2943,I don't know,3.0,3.5,2.5,1.6666666666666667,1.0,2.25
2944,I don't know,4.0,4.75,5.0,3.0,5.0,4.5
2945,I don't know,4.5,3.25,3.0,2.6666666666666665,2.0,4.0
2946,I don't know,3.0,3.25,3.5,1.6666666666666667,2.0,3.0
2947,I don't know,3.0,2.75,2.5,2.6666666666666665,1.0,3.0
2948,N/A,,,,,,
2949,No,1.0,2.25,2.0,3.3333333333333335,2.0,2.0
2950,N/A,,,,,,
2951,I don't know,2.25,2.25,1.5,3.0,2.0,2.75
2953,I don't know,1.75,2.5,3.5,1.6666666666666667,2.0,2.75
2954,I don't know,3.25,3.0,3.5,3.3333333333333335,3.0,3.0
2955,I don't know,4.0,3.0,3.0,2.3333333333333335,2.0,3.75
2956,I don't know,3.0,3.75,3.5,2.3333333333333335,2.0,3.0
2957,Yes,4.0,3.75,4.0,2.0,4.0,4.0
2958,I don't know,5.0,3.0,3.5,2.3333333333333335,3.0,5.0
2959,No,1.75,1.5,2.0,1.0,1.0,1.5
2960,I don't know,3.25,4.0,4.5,3.3333333333333335,3.0,3.0
2961,N/A,,,,,,
2962,Yes,2.0,4.25,3.5,1.6666666666666667,2.0,3.0
2963,I don't know,3.5,3.25,4.0,3.6666666666666665,4.0,4.0
2964,I don't know,5.0,3.75,3.0,4.0,3.0,4.0
2965,I don't know,4.5,3.75,3.0,4.666666666666667,4.0,3.0
2966,I don't know,3.5,4.0,3.5,3.6666666666666665,2.0,4.5
2967,I don't know,3.25,1.75,1.5,1.0,1.0,3.0
2968,I don't know,3.0,3.75,4.0,2.0,2.0,3.75
2970,I don't know,4.5,3.75,4.5,1.0,2.0,4.5
2971,Yes,3.0,5.0,5.0,1.0,3.0,4.0
2972,I don't know,3.75,3.25,3.0,2.6666666666666665,3.0,3.0
2973,I don't know,1.0,1.5,1.5,1.0,4.0,1.0
2974,I don't know,1.5,3.0,2.5,3.0,1.0,3.25
2975,Yes,4.0,3.5,2.5,1.6666666666666667,1.0,3.0
2977,Yes,3.5,4.0,4.0,4.0,4.0,4.0
2978,I don't know,3.75,2.75,3.0,3.3333333333333335,5.0,3.5
2979,No,2.0,2.75,3.0,2.6666666666666665,4.0,4.25
2980,I don't know,3.0,4.0,4.0,3.3333333333333335,3.0,3.0
2981,I don't know,5.0,3.0,3.0,3.0,3.0,3.0
2982,No,1.0,3.0,3.5,2.3333333333333335,4.0,2.0
2983,No,3.0,2.5,3.0,1.3333333333333333,2.0,4.0
2984,I don't know,4.75,5.0,3.5,2.6666666666666665,2.0,4.25
2986,N/A,,,,,,
2987,I don't know,3.0,1.25,1.0,2.0,3.0,3.0
2988,N/A,5.0,5.0,5.0,5.0,5.0,5.0
2989,Yes,2.75,3.25,2.5,3.0,4.0,2.75
2990,Yes,4.0,3.25,4.0,4.333333333333333,2.0,3.0
2991,No,3.25,3.5,3.0,3.3333333333333335,3.0,2.75
2992,Yes,3.25,3.0,3.0,2.0,2.0,4.5
2993,No,2.25,2.25,2.0,2.0,2.0,3.25
2994,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
2995,No,4.0,4.0,5.0,2.3333333333333335,3.0,4.25
2996,I don't know,3.0,2.25,2.5,2.3333333333333335,2.0,3.25
2997,No,2.75,2.5,2.5,1.3333333333333333,1.0,4.0
3000,I don't know,3.5,4.0,3.5,1.6666666666666667,2.0,4.0
3001,I don't know,3.0,3.0,3.0,2.3333333333333335,3.0,3.0
3002,I don't know,3.0,2.5,3.0,2.3333333333333335,1.0,3.0
3003,I don't know,2.5,2.25,2.0,1.0,1.0,4.5
3005,I don't know,4.5,2.5,1.5,2.0,1.0,3.5
3006,Yes,4.5,4.0,3.0,3.0,3.0,3.5
3008,No,2.75,4.0,4.0,3.6666666666666665,3.0,3.25
3009,I don't know,3.5,2.25,3.5,2.0,3.0,2.75
3011,I don't know,1.5,1.0,2.0,1.0,4.0,2.0
3012,N/A,,,,,,
3013,I don't know,4.5,2.0,2.5,1.6666666666666667,2.0,2.5
3014,I don't know,2.5,1.5,1.0,1.0,1.0,2.5
3015,I don't know,3.0,3.0,3.0,1.6666666666666667,4.0,4.0
3016,I don't know,3.0,1.5,1.0,1.0,1.0,2.0
3018,I don't know,2.5,4.0,5.0,3.6666666666666665,2.0,2.5
3019,I don't know,4.75,5.0,5.0,4.666666666666667,5.0,5.0
3020,No,5.0,4.0,4.0,4.0,3.0,4.0
3021,I don't know,5.0,2.0,1.0,2.0,3.0,4.0
3022,I don't know,2.75,1.25,1.0,1.0,1.0,3.0
3023,I don't know,3.0,2.25,2.0,2.0,2.0,3.5
3024,N/A,,,,,,
3025,I don't know,1.5,1.0,1.0,1.0,1.0,1.0
3026,N/A,,,,,,
3027,I don't know,3.0,1.25,1.5,1.3333333333333333,1.0,3.75
3029,No,2.5,2.25,3.0,2.0,3.0,4.0
3030,I don't know,5.0,5.0,5.0,5.0,3.0,5.0
3031,I don't know,3.75,2.75,3.5,2.6666666666666665,3.0,3.75
3032,Yes,4.5,4.0,4.5,1.6666666666666667,3.0,4.75
3033,I don't know,3.0,1.75,2.0,1.6666666666666667,2.0,4.0
3034,N/A,,,,,,
3035,I don't know,4.0,4.75,3.0,2.3333333333333335,3.0,3.5
3036,Yes,3.5,4.0,4.0,2.6666666666666665,4.0,4.0
3037,I don't know,4.5,3.5,4.0,2.0,4.0,4.0
3038,N/A,,,,,,
3039,I don't know,3.0,3.0,3.5,1.6666666666666667,2.0,3.0
3043,I don't know,3.5,2.0,3.5,2.0,3.0,3.5
3044,I don't know,3.25,2.5,1.5,3.6666666666666665,3.0,2.75
3046,I don't know,1.25,2.0,2.5,3.6666666666666665,2.0,3.5
3047,I don't know,4.0,4.0,4.0,4.0,3.0,4.0
3048,I don't know,3.0,1.0,1.5,1.0,1.0,4.0
3049,I don't know,4.0,4.0,4.0,3.0,3.0,4.0
3050,I don't know,3.75,1.25,1.0,1.3333333333333333,1.0,3.5
3052,I don't know,4.0,2.75,3.0,2.3333333333333335,1.0,3.25
3053,No,3.5,3.5,3.0,2.6666666666666665,2.0,3.25
3054,I don't know,2.75,4.25,4.5,2.6666666666666665,2.0,2.25
3055,I don't know,3.0,3.75,3.5,3.0,4.0,3.0
3056,I don't know,5.0,4.75,4.5,5.0,4.0,5.0
3057,N/A,,,,,,
3059,No,2.75,4.0,3.5,2.6666666666666665,4.0,4.25
3060,No,3.0,2.75,2.5,1.0,1.0,1.75
3061,I don't know,2.5,2.25,2.5,2.6666666666666665,1.0,4.25
3062,I don't know,3.25,1.75,2.0,2.3333333333333335,2.0,3.75
3064,I don't know,2.75,4.5,4.0,3.6666666666666665,3.0,4.25
3065,N/A,,,,,,
3066,I don't know,4.0,2.25,2.5,2.0,4.0,2.75
3067,I don't know,5.0,5.0,5.0,4.666666666666667,5.0,4.0
3068,I don't know,2.5,2.25,2.5,1.6666666666666667,2.0,2.5
3070,I don't know,3.5,4.0,4.5,3.3333333333333335,4.0,3.5
3074,N/A,,,,,,
3080,I don't know,3.0,2.25,2.0,2.0,3.0,3.25
3081,I don't know,4.0,2.25,1.0,1.3333333333333333,1.0,4.0
3084,N/A,,,,,,
3085,N/A,,,,,,
3086,N/A,,,,,,
3087,I don't know,5.0,4.75,4.0,4.333333333333333,4.0,4.25
3091,N/A,,,,,,
3093,I don't know,1.75,3.5,2.0,2.0,2.0,4.0
3094,I don't know,3.0,3.5,4.0,2.0,2.0,3.0
3095,No,1.0,5.0,5.0,1.6666666666666667,5.0,5.0
3096,Yes,3.25,4.75,4.0,3.6666666666666665,3.0,4.0
3097,I don't know,4.75,3.5,5.0,4.0,2.0,4.5
3098,I don't know,4.5,4.5,5.0,2.6666666666666665,2.0,4.5
3100,I don't know,2.0,2.5,3.0,3.0,3.0,3.0
3101,I don't know,3.75,2.75,3.5,2.0,3.0,4.0
3102,I don't know,1.75,1.5,2.0,2.0,1.0,3.75
3103,I don't know,3.5,3.25,3.0,4.0,2.0,3.25
3104,Yes,4.25,3.75,3.5,3.3333333333333335,2.0,3.75
3105,I don't know,3.75,2.75,3.0,2.0,3.0,4.0
3108,I don't know,4.0,4.0,3.5,3.6666666666666665,3.0,4.5
3109,I don't know,3.5,4.25,4.0,4.666666666666667,5.0,3.25
3110,I don't know,4.0,4.25,2.5,2.6666666666666665,1.0,3.5
3111,N/A,,,,,,
3114,I don't know,5.0,2.5,4.0,1.0,1.0,4.0
3115,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
3116,I don't know,1.75,2.0,2.5,2.3333333333333335,2.0,3.5
3117,I don't know,3.75,3.75,4.0,3.3333333333333335,2.0,4.75
3123,I don't know,4.0,2.0,2.0,2.3333333333333335,2.0,4.0
3124,I don't know,2.5,3.25,3.0,4.666666666666667,2.0,3.25
3126,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
3127,No,5.0,4.75,5.0,3.0,3.0,4.0
3128,I don't know,4.25,4.25,5.0,2.3333333333333335,5.0,4.25
3131,I don't know,3.75,2.0,3.0,2.0,2.0,4.25
3132,I don't know,4.0,1.0,1.0,1.0,1.0,4.5
3133,I don't know,2.5,2.5,2.5,2.3333333333333335,3.0,3.5
3134,I don't know,3.0,2.75,2.0,1.6666666666666667,1.0,3.25
3137,I don't know,2.5,1.75,1.0,1.0,1.0,3.0
3138,No,2.75,3.25,3.0,2.0,3.0,4.5
3139,No,4.25,3.75,3.0,3.3333333333333335,3.0,3.75
3144,N/A,,,,,,
3145,I don't know,3.5,3.0,,3.5,3.0,4.0
3146,I don't know,3.5,2.0,3.0,1.6666666666666667,3.0,3.5
3147,I don't know,2.0,4.5,3.0,4.0,4.0,4.0
3148,Yes,2.75,1.5,2.0,1.0,1.0,3.5
3151,I don't know,,3.5,3.0,2.3333333333333335,1.0,2.5
3152,I don't know,3.0,1.25,1.5,2.0,1.0,3.0
3153,N/A,,,,,,
3154,I don't know,4.0,1.75,1.5,1.3333333333333333,1.0,4.25
3155,I don't know,3.0,2.0,2.0,2.6666666666666665,2.0,3.75
3156,I don't know,3.0,1.75,1.0,3.6666666666666665,1.0,3.0
3157,I don't know,4.0,2.5,2.0,1.0,1.0,4.0
3158,I don't know,5.0,5.0,5.0,5.0,5.0,4.75
3159,N/A,,,,,,
3161,I don't know,3.0,3.5,3.5,3.6666666666666665,3.0,3.0
3162,I don't know,4.0,4.0,3.5,2.6666666666666665,2.0,4.0
3164,I don't know,3.75,2.5,3.0,3.3333333333333335,3.0,4.5
3167,I don't know,4.75,3.75,2.5,1.6666666666666667,1.0,4.75
3169,N/A,,,,,,
3171,I don't know,3.0,4.25,4.0,2.3333333333333335,3.0,3.5
3178,I don't know,3.0,3.5,3.0,4.0,2.0,3.25
3182,I don't know,3.5,1.25,1.5,1.0,1.0,4.5
3184,I don't know,4.0,2.75,3.5,1.6666666666666667,3.0,2.5
3185,I don't know,3.0,3.0,2.5,3.3333333333333335,2.0,3.25
3186,I don't know,3.0,2.75,2.5,3.3333333333333335,3.0,3.5
3188,I don't know,3.5,1.25,1.0,2.0,1.0,3.0
3191,I don't know,4.25,1.5,2.5,1.0,2.0,4.0
3194,I don't know,2.75,1.5,1.5,1.0,1.0,4.0
3195,N/A,,,,,,
3196,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
3197,I don't know,3.25,2.5,3.5,1.0,2.0,4.0
3199,I don't know,2.0,3.5,2.5,2.3333333333333335,3.0,3.0
3200,I don't know,4.0,4.0,4.0,3.6666666666666665,4.0,4.0
3201,Yes,2.25,2.25,2.0,2.0,2.0,3.75
3202,I don't know,4.0,2.0,2.0,3.0,2.0,2.75
3203,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
3206,I don't know,3.5,3.5,3.0,3.6666666666666665,3.0,3.0
3208,I don't know,2.75,1.0,1.0,1.0,1.0,3.75
3209,No,3.0,4.25,4.5,5.0,5.0,3.75
3210,I don't know,3.5,2.75,2.5,1.0,1.0,4.0
3211,I don't know,3.3333333333333335,4.75,3.5,1.6666666666666667,1.0,3.0
3213,I don't know,3.0,2.75,2.5,2.0,2.0,3.25
3214,I don't know,2.0,4.0,2.5,2.3333333333333335,1.0,3.75
3215,No,2.25,1.0,1.0,1.0,1.0,1.75
3216,Yes,4.25,1.0,1.0,2.0,1.0,3.75
3217,Yes,5.0,4.0,5.0,3.0,3.0,4.25
3218,I don't know,3.5,2.75,3.0,1.0,4.0,3.5
3219,Yes,2.75,3.5,3.5,2.3333333333333335,2.0,3.25
3220,I don't know,4.25,3.75,3.5,2.0,,3.6666666666666665
3221,I don't know,2.5,3.0,3.0,3.0,3.0,2.5
3224,No,1.5,1.0,1.0,1.0,3.0,3.25
3225,No,4.0,3.75,3.5,3.3333333333333335,4.0,3.75
3232,No,3.0,2.75,2.5,3.0,4.0,3.0
3233,Yes,3.25,4.25,4.0,4.333333333333333,4.0,4.0
3235,I don't know,2.75,3.0,2.0,2.0,2.0,3.0
3236,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
3244,I don't know,4.0,3.5,3.0,2.0,4.0,3.25
3250,Yes,2.75,2.25,2.0,2.3333333333333335,1.0,2.75
3255,No,4.5,2.0,3.5,3.0,4.0,3.25
3270,N/A,,,,,,
3276,Yes,3.0,2.5,2.5,2.3333333333333335,2.0,2.25
3279,No,3.75,4.0,4.0,2.3333333333333335,4.0,3.75
3299,I don't know,3.25,3.25,2.0,3.3333333333333335,4.0,2.75
3303,I don't know,4.0,1.0,1.0,1.0,1.0,3.25
