Respondent_ID,Used_ChatGPT,ChatGPT_Version,General_Usage_Frequency,Experience_with_ChatGPT,First_Exposure_ChatGPT,Academic_Usage_Index,Professional_Usage_Index,Creative_Usage_Index,Personal_Usage_Index
2671,Yes,ChatGPT-3.5,Considerably,Very good,Social media,4.0,1.5,2.3333333333333335,3.0
2672,Yes,ChatGPT-3.5,Extensively,Very good,Social media,4.5,2.0,1.3333333333333333,3.3333333333333335
2673,Yes,ChatGPT-3.5,Moderately,Neutral,Social media,2.5,1.0,1.6666666666666667,2.0
2674,Yes,ChatGPT-3.5,Rarely,Good,Social media,1.75,1.0,1.3333333333333333,2.0
2675,Yes,Both,Occasionally,Neutral,Social media,2.0,1.5,1.6666666666666667,3.3333333333333335
2676,Yes,ChatGPT-3.5,Considerably,Very good,Social media,2.5,1.5,2.0,2.3333333333333335
2677,Yes,ChatGPT-3.5,Rarely,Neutral,Friends/Family,2.5,2.5,2.0,1.6666666666666667
2679,Yes,ChatGPT-3.5,Rarely,Good,Mainstream media,2.25,1.0,1.6666666666666667,1.6666666666666667
2680,Yes,ChatGPT-3.5,Occasionally,Neutral,Social media,1.75,3.0,2.0,2.6666666666666665
2682,Yes,ChatGPT-3.5,Rarely,Neutral,Mainstream media,2.0,1.0,1.3333333333333333,2.0
2684,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,2.25,1.5,3.3333333333333335,1.6666666666666667
2685,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.25,2.5,2.3333333333333335,2.0
2686,Yes,ChatGPT-3.5,Occasionally,Good,Social media,1.25,1.0,1.6666666666666667,1.0
2687,Yes,ChatGPT-3.5,Rarely,Good,Friends/Family,1.75,1.0,2.0,1.0
2688,Yes,ChatGPT-3.5,Moderately,Good,Mainstream media,3.0,2.0,1.6666666666666667,2.3333333333333335
2689,Yes,ChatGPT-3.5,Considerably,Good,Mainstream media,3.25,1.0,2.3333333333333335,1.3333333333333333
2690,Yes,ChatGPT-3.5,Occasionally,Very good,Social media,2.5,1.0,2.0,2.0
2692,Yes,ChatGPT-3.5,Occasionally,Very good,Class/Work,3.25,2.5,3.0,2.0
2693,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,3.25,2.5,3.3333333333333335,3.0
2695,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,2.25,1.0,2.3333333333333335,1.6666666666666667
2698,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,2.5,1.5,2.3333333333333335,1.6666666666666667
2699,Yes,ChatGPT-3.5,Rarely,Neutral,Friends/Family,1.25,1.0,1.3333333333333333,1.6666666666666667
2701,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,2.75,2.5,3.0,2.0
2702,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,3.0,2.0,2.6666666666666665,2.0
2704,Yes,ChatGPT-3.5,Occasionally,Good,Social media,1.25,1.0,1.6666666666666667,1.3333333333333333
2705,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.0,1.5,1.6666666666666667,3.0
2706,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,1.5,2.0,2.6666666666666665,1.0
2707,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.5,1.5,2.6666666666666665,2.6666666666666665
2709,Yes,ChatGPT-3.5,Occasionally,Neutral,Social media,2.0,2.0,2.6666666666666665,1.6666666666666667
2710,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,1.5,1.0,3.0,2.0
2711,Yes,ChatGPT-3.5,Rarely,Neutral,Friends/Family,1.0,1.0,1.0,1.0
2712,Yes,Both,Occasionally,Good,Friends/Family,3.5,2.0,3.0,3.3333333333333335
2713,Yes,ChatGPT-3.5,Rarely,Good,Friends/Family,1.75,1.0,1.3333333333333333,1.6666666666666667
2714,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,3.25,1.5,3.0,1.6666666666666667
2715,Yes,ChatGPT-4,Considerably,Very good,Social media,2.5,2.5,2.0,2.3333333333333335
2716,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,2.25,1.5,2.6666666666666665,1.6666666666666667
2717,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.0,1.0,1.6666666666666667,1.3333333333333333
2718,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,2.0,1.5,2.6666666666666665,1.0
2719,Yes,ChatGPT-3.5,Occasionally,Neutral,Social media,2.75,1.0,2.0,1.6666666666666667
2720,Yes,ChatGPT-3.5,Moderately,Good,Class/Work,3.0,1.5,3.3333333333333335,2.6666666666666665
2723,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.0,1.0,2.3333333333333335,1.0
2724,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,2.5,1.0,2.6666666666666665,2.3333333333333335
2725,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,1.75,2.5,1.6666666666666667,2.3333333333333335
2726,Yes,ChatGPT-3.5,Rarely,Bad,Mainstream media,1.5,1.5,1.0,1.6666666666666667
2727,Yes,ChatGPT-3.5,Considerably,Good,Mainstream media,3.0,3.5,2.3333333333333335,2.0
2728,Yes,ChatGPT-3.5,Considerably,Good,Friends/Family,2.25,1.0,2.0,1.0
2730,Yes,ChatGPT-3.5,Considerably,Good,Social media,3.25,3.5,2.3333333333333335,1.3333333333333333
2731,Yes,Both,Occasionally,Neutral,Social media,3.25,2.0,2.6666666666666665,3.0
2732,Yes,Both,Moderately,Very good,Mainstream media,2.25,3.0,2.3333333333333335,1.3333333333333333
2734,Yes,ChatGPT-3.5,Rarely,Neutral,Class/Work,1.0,1.0,1.3333333333333333,1.3333333333333333
2735,Yes,ChatGPT-3.5,Moderately,Good,Mainstream media,2.25,1.0,2.3333333333333335,1.0
2737,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.0,3.0,3.0,2.3333333333333335
2738,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,3.5,2.5,2.3333333333333335,1.3333333333333333
2739,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,2.5,1.5,1.6666666666666667,2.6666666666666665
2740,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.0,2.0,2.3333333333333335,2.6666666666666665
2741,Yes,ChatGPT-3.5,Rarely,Neutral,Friends/Family,2.25,2.0,2.0,2.6666666666666665
2742,Yes,ChatGPT-3.5,Rarely,Neutral,Mainstream media,1.5,1.0,1.6666666666666667,1.0
2743,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.25,2.0,3.6666666666666665,2.3333333333333335
2744,Yes,ChatGPT-3.5,Moderately,Very good,Friends/Family,4.0,1.0,3.0,1.6666666666666667
2747,Yes,ChatGPT-3.5,Moderately,Neutral,Friends/Family,2.75,1.5,3.3333333333333335,2.0
2748,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,1.75,1.5,2.6666666666666665,1.3333333333333333
2749,Yes,ChatGPT-3.5,Rarely,Good,Class/Work,1.5,1.0,1.0,2.0
2751,Yes,ChatGPT-3.5,Occasionally,Neutral,Social media,2.25,1.5,1.0,2.3333333333333335
2752,Yes,ChatGPT-3.5,Considerably,Very good,Class/Work,3.5,2.0,3.3333333333333335,1.6666666666666667
2753,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.75,1.5,2.3333333333333335,1.6666666666666667
2754,Yes,ChatGPT-3.5,Moderately,Neutral,Mainstream media,4.0,2.0,3.0,3.6666666666666665
2755,Yes,ChatGPT-3.5,Considerably,Good,Friends/Family,3.0,1.0,3.3333333333333335,2.6666666666666665
2756,Yes,ChatGPT-3.5,Considerably,Good,Class/Work,3.0,1.5,1.0,3.0
2757,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,1.75,1.0,2.3333333333333335,1.3333333333333333
2758,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,2.0,1.0,1.3333333333333333,1.0
2759,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.25,1.0,2.0,1.0
2760,Yes,ChatGPT-3.5,Moderately,Good,Mainstream media,4.0,1.0,2.3333333333333335,3.6666666666666665
2762,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,2.25,2.0,1.6666666666666667,1.6666666666666667
2763,Yes,ChatGPT-3.5,Rarely,Very good,Social media,1.75,1.0,1.3333333333333333,1.0
2764,Yes,ChatGPT-3.5,Moderately,Neutral,Social media,1.75,1.0,2.0,1.6666666666666667
2765,Yes,ChatGPT-3.5,Moderately,Very good,Social media,2.75,1.0,2.6666666666666665,1.3333333333333333
2766,Yes,ChatGPT-3.5,Moderately,Neutral,Mainstream media,2.5,,1.6666666666666667,1.6666666666666667
2767,Yes,ChatGPT-3.5,Considerably,Neutral,Social media,3.75,3.0,3.3333333333333335,2.3333333333333335
2768,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,2.25,1.0,2.3333333333333335,1.3333333333333333
2769,Yes,ChatGPT-3.5,Rarely,Bad,Social media,1.0,2.0,1.6666666666666667,1.6666666666666667
2770,Yes,ChatGPT-3.5,Rarely,Very good,Friends/Family,1.0,1.0,1.3333333333333333,1.0
2771,Yes,ChatGPT-3.5,Rarely,Good,Social media,2.5,2.5,2.0,1.3333333333333333
2772,Yes,ChatGPT-3.5,Moderately,Good,Class/Work,2.5,4.5,2.3333333333333335,1.6666666666666667
2773,Yes,ChatGPT-3.5,Occasionally,Neutral,Class/Work,2.5,2.5,1.6666666666666667,1.6666666666666667
2774,Yes,ChatGPT-3.5,Occasionally,Good,Social media,4.25,2.0,3.3333333333333335,3.0
2775,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,1.75,1.0,1.6666666666666667,1.3333333333333333
2777,Yes,Both,Occasionally,Good,Social media,1.75,1.0,2.6666666666666665,2.3333333333333335
2779,Yes,ChatGPT-3.5,Rarely,Bad,Friends/Family,1.25,1.0,1.3333333333333333,1.6666666666666667
2781,Yes,ChatGPT-3.5,Rarely,Good,Friends/Family,1.5,2.0,2.0,1.3333333333333333
2783,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,2.25,1.0,1.3333333333333333,1.3333333333333333
2784,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,4.25,2.5,2.0,1.0
2785,Yes,ChatGPT-3.5,Rarely,Good,Social media,2.0,1.5,2.6666666666666665,2.3333333333333335
2786,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,2.25,1.0,3.3333333333333335,1.6666666666666667
2787,Yes,ChatGPT-3.5,Considerably,Good,Social media,3.75,3.5,3.3333333333333335,2.6666666666666665
2788,Yes,ChatGPT-3.5,Occasionally,Very good,Friends/Family,3.0,2.0,3.0,1.3333333333333333
2789,Yes,ChatGPT-3.5,Occasionally,Neutral,Class/Work,2.5,1.0,1.6666666666666667,2.0
2790,Yes,ChatGPT-3.5,Rarely,Good,Social media,1.75,3.0,1.6666666666666667,2.6666666666666665
2791,Yes,ChatGPT-3.5,Considerably,Very good,Social media,4.5,1.5,4.333333333333333,3.0
2792,Yes,ChatGPT-3.5,Moderately,Neutral,Friends/Family,2.75,2.0,3.3333333333333335,2.3333333333333335
2793,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.0,1.5,2.3333333333333335,2.0
2794,Yes,ChatGPT-3.5,Rarely,Good,Social media,1.75,1.0,1.3333333333333333,1.3333333333333333
2795,Yes,ChatGPT-3.5,Considerably,Very good,Social media,4.0,4.0,3.6666666666666665,3.6666666666666665
2796,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,3.0,2.5,2.0,1.0
2797,Yes,ChatGPT-3.5,Moderately,Very good,Mainstream media,4.0,1.5,2.6666666666666665,2.3333333333333335
2798,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,3.0,1.5,2.6666666666666665,2.3333333333333335
2800,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.75,2.0,3.0,2.3333333333333335
2801,Yes,ChatGPT-3.5,Occasionally,Very good,Social media,3.25,1.0,3.0,1.0
2802,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.75,3.5,3.6666666666666665,2.6666666666666665
2804,Yes,ChatGPT-3.5,Considerably,Very good,Friends/Family,3.0,1.0,1.3333333333333333,3.3333333333333335
2805,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,2.75,2.0,2.0,1.0
2806,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.5,2.0,2.6666666666666665,1.6666666666666667
2807,Yes,ChatGPT-3.5,Moderately,Very good,Mainstream media,3.0,1.0,3.0,2.3333333333333335
2808,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,2.75,2.0,2.6666666666666665,3.0
2809,Yes,Both,Considerably,Very good,Social media,3.25,3.0,3.3333333333333335,3.3333333333333335
2810,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,2.0,3.0,3.0,2.3333333333333335
2812,Yes,ChatGPT-3.5,Considerably,Very good,Social media,5.0,2.5,4.333333333333333,5.0
2813,Yes,ChatGPT-3.5,Occasionally,Good,Social media,1.0,1.0,1.6666666666666667,2.0
2815,Yes,ChatGPT-3.5,Rarely,Good,Friends/Family,2.75,4.0,2.3333333333333335,2.3333333333333335
2816,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,2.0,1.0,1.0,1.6666666666666667
2817,Yes,ChatGPT-3.5,Considerably,Very good,Friends/Family,3.75,3.5,4.0,2.6666666666666665
2819,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.75,3.5,1.6666666666666667,2.3333333333333335
2820,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,2.25,1.0,3.0,2.3333333333333335
2821,Yes,ChatGPT-3.5,Occasionally,Good,Social media,1.75,2.5,1.0,1.0
2822,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.75,1.0,1.6666666666666667,1.6666666666666667
2823,Yes,ChatGPT-3.5,Moderately,Good,Mainstream media,3.25,1.0,2.0,2.6666666666666665
2824,Yes,ChatGPT-3.5,Considerably,Good,Social media,2.75,3.0,3.3333333333333335,2.6666666666666665
2825,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.5,1.5,2.0,2.0
2826,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,2.25,1.0,2.3333333333333335,2.0
2827,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.0,2.5,2.6666666666666665,2.0
2828,Yes,ChatGPT-3.5,Moderately,Neutral,Social media,2.5,1.0,2.6666666666666665,1.3333333333333333
2829,Yes,ChatGPT-3.5,Occasionally,Neutral,Social media,3.0,1.5,1.6666666666666667,2.0
2830,Yes,ChatGPT-3.5,Moderately,Bad,Social media,3.25,3.5,3.0,2.3333333333333335
2832,Yes,Both,Considerably,Good,Social media,3.0,3.5,2.3333333333333335,2.3333333333333335
2833,Yes,Both,Considerably,Very good,Class/Work,3.5,3.5,2.6666666666666665,3.3333333333333335
2834,Yes,Both,Considerably,Good,Social media,3.25,4.0,3.6666666666666665,2.3333333333333335
2836,Yes,ChatGPT-3.5,Moderately,Very good,Class/Work,2.75,1.0,3.0,1.0
2837,Yes,ChatGPT-3.5,Rarely,Good,Class/Work,1.25,1.0,1.3333333333333333,1.0
2838,Yes,ChatGPT-3.5,Rarely,Good,Class/Work,1.25,1.0,1.0,1.0
2840,Yes,ChatGPT-3.5,Occasionally,Neutral,Social media,2.5,1.5,2.6666666666666665,2.0
2841,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,3.0,4.5,3.0,3.0
2842,Yes,ChatGPT-3.5,Considerably,Good,Social media,3.0,1.5,1.6666666666666667,2.3333333333333335
2843,Yes,ChatGPT-3.5,Rarely,Good,Friends/Family,2.0,1.0,1.3333333333333333,1.0
2846,Yes,ChatGPT-3.5,Occasionally,Good,Social media,3.0,1.5,1.3333333333333333,2.3333333333333335
2848,Yes,ChatGPT-3.5,Rarely,Good,Social media,4.0,1.0,4.666666666666667,4.0
2849,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,1.25,1.0,1.6666666666666667,1.3333333333333333
2850,Yes,ChatGPT-3.5,Moderately,Neutral,Friends/Family,2.0,1.0,3.0,1.6666666666666667
2852,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,2.0,1.5,2.6666666666666665,1.6666666666666667
2853,Yes,ChatGPT-3.5,Considerably,Good,Friends/Family,4.5,3.0,4.666666666666667,3.0
2854,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,2.25,1.0,3.0,1.0
2856,Yes,ChatGPT-3.5,Moderately,Good,Mainstream media,3.75,3.0,4.666666666666667,2.6666666666666665
2857,Yes,ChatGPT-3.5,Moderately,Very good,Social media,2.25,1.0,1.6666666666666667,1.6666666666666667
2858,Yes,ChatGPT-3.5,Extensively,Neutral,Friends/Family,2.0,1.0,1.0,1.6666666666666667
2859,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,2.25,1.0,2.0,1.0
2860,Yes,ChatGPT-3.5,Moderately,Good,Mainstream media,2.75,1.0,1.6666666666666667,1.6666666666666667
2861,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.75,4.0,3.3333333333333335,4.333333333333333
2862,Yes,ChatGPT-3.5,Moderately,Very good,Social media,2.0,1.5,3.0,1.3333333333333333
2864,Yes,ChatGPT-3.5,Considerably,Very good,Social media,3.75,3.0,3.0,2.6666666666666665
2866,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.0,2.0,2.0,1.0
2868,Yes,Both,Occasionally,Good,Mainstream media,2.5,1.5,2.3333333333333335,2.6666666666666665
2869,Yes,ChatGPT-3.5,Considerably,Good,Friends/Family,3.5,3.0,2.3333333333333335,2.6666666666666665
2871,Yes,ChatGPT-3.5,Occasionally,Good,Social media,3.0,1.0,2.6666666666666665,1.0
2872,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.0,2.5,2.3333333333333335,3.3333333333333335
2873,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.25,1.0,2.6666666666666665,1.0
2874,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,1.5,1.5,1.6666666666666667,1.6666666666666667
2875,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.0,1.5,1.6666666666666667,1.3333333333333333
2876,Yes,ChatGPT-3.5,Occasionally,Good,Social media,3.0,2.0,2.0,2.6666666666666665
2877,Yes,ChatGPT-3.5,Moderately,Good,Mainstream media,1.75,2.0,2.0,1.0
2878,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.0,1.0,2.3333333333333335,1.6666666666666667
2879,Yes,Both,Moderately,Very good,Social media,3.75,3.0,3.0,2.0
2880,Yes,ChatGPT-3.5,Rarely,Good,Friends/Family,1.0,1.0,1.0,1.6666666666666667
2881,Yes,ChatGPT-4,Occasionally,Good,Friends/Family,2.5,2.0,2.3333333333333335,2.6666666666666665
2883,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,2.25,4.0,3.0,3.0
2884,Yes,Both,Rarely,Good,Social media,1.75,1.0,3.3333333333333335,1.0
2885,Yes,ChatGPT-3.5,Rarely,Very good,Friends/Family,2.25,1.5,1.3333333333333333,1.6666666666666667
2886,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.25,2.5,3.0,1.6666666666666667
2887,Yes,ChatGPT-3.5,Rarely,Good,Friends/Family,1.75,1.0,1.0,1.3333333333333333
2888,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,3.75,1.0,1.0,1.6666666666666667
2889,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,2.0,1.5,1.6666666666666667,2.3333333333333335
2890,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,1.5,1.0,1.6666666666666667,1.0
2891,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,3.0,3.0,3.3333333333333335,2.3333333333333335
2892,Yes,ChatGPT-3.5,Occasionally,Good,Social media,1.5,1.0,1.3333333333333333,1.6666666666666667
2893,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.75,2.0,1.6666666666666667,3.0
2894,Yes,ChatGPT-3.5,Occasionally,Good,Social media,3.75,3.0,2.6666666666666665,3.0
2895,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,3.25,2.5,2.6666666666666665,2.3333333333333335
2896,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.25,1.5,3.3333333333333335,1.0
2897,Yes,ChatGPT-3.5,Considerably,Good,Social media,3.5,2.5,2.6666666666666665,2.0
2898,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,2.0,1.0,1.6666666666666667,1.0
2899,Yes,ChatGPT-3.5,Considerably,Good,Social media,4.5,4.0,3.3333333333333335,2.0
2900,Yes,ChatGPT-3.5,Considerably,Good,Social media,4.5,4.5,3.0,2.6666666666666665
2901,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,2.5,2.5,3.0,2.6666666666666665
2902,Yes,ChatGPT-3.5,Moderately,Good,Class/Work,3.25,2.5,3.0,3.0
2903,Yes,ChatGPT-3.5,Rarely,Good,Social media,1.0,2.0,1.3333333333333333,1.3333333333333333
2905,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.0,1.0,3.3333333333333335,2.3333333333333335
2906,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.0,2.0,2.6666666666666665,3.0
2907,Yes,ChatGPT-3.5,Occasionally,Neutral,Class/Work,1.75,1.5,2.0,1.0
2908,Yes,ChatGPT-3.5,Occasionally,Neutral,Mainstream media,2.0,1.5,1.3333333333333333,2.6666666666666665
2909,Yes,ChatGPT-3.5,Occasionally,Good,Social media,3.0,2.0,2.0,1.6666666666666667
2910,Yes,ChatGPT-3.5,Moderately,Neutral,Social media,3.25,1.5,2.3333333333333335,3.0
2912,Yes,ChatGPT-3.5,Moderately,Neutral,Class/Work,2.0,2.5,2.0,3.0
2913,Yes,ChatGPT-3.5,Moderately,Good,Social media,4.0,3.5,4.0,2.0
2914,Yes,ChatGPT-3.5,Moderately,Very good,Friends/Family,3.0,2.5,3.0,2.6666666666666665
2915,Yes,ChatGPT-3.5,Moderately,Neutral,Class/Work,3.0,3.5,2.3333333333333335,1.0
2916,Yes,ChatGPT-3.5,Occasionally,Neutral,Mainstream media,1.75,1.0,1.6666666666666667,1.3333333333333333
2917,Yes,ChatGPT-3.5,Occasionally,Very good,Class/Work,2.5,1.0,1.0,1.0
2918,Yes,Both,Moderately,Very good,Social media,4.5,2.5,2.6666666666666665,2.6666666666666665
2919,Yes,ChatGPT-3.5,Occasionally,Good,Mainstream media,2.25,2.0,2.3333333333333335,2.0
2920,Yes,ChatGPT-4,Occasionally,Very good,Social media,4.25,3.0,2.0,1.6666666666666667
2922,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.0,2.5,3.6666666666666665,3.0
2923,Yes,ChatGPT-3.5,Moderately,Good,Mainstream media,3.75,3.5,2.3333333333333335,2.6666666666666665
2924,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,2.5,1.0,2.0,1.6666666666666667
2925,Yes,ChatGPT-3.5,Occasionally,Very good,Friends/Family,2.5,2.0,3.0,2.6666666666666665
2926,Yes,ChatGPT-3.5,Rarely,Very good,Social media,1.25,1.0,2.0,3.3333333333333335
2927,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,2.75,1.0,1.0,2.0
2928,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.5,1.0,1.6666666666666667,2.3333333333333335
2929,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,1.5,1.5,2.3333333333333335,2.6666666666666665
2930,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,1.5,1.0,1.0,1.0
2931,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,3.0,2.5,1.3333333333333333,2.3333333333333335
2932,Yes,ChatGPT-3.5,Moderately,Neutral,Friends/Family,2.25,1.0,2.6666666666666665,1.6666666666666667
2933,Yes,ChatGPT-3.5,Rarely,Neutral,Friends/Family,1.75,1.0,1.0,1.0
2934,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,2.5,2.0,2.3333333333333335,1.3333333333333333
2935,Yes,ChatGPT-3.5,Rarely,Good,Social media,1.75,1.0,2.6666666666666665,1.0
2936,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.25,2.0,3.3333333333333335,1.6666666666666667
2937,Yes,ChatGPT-3.5,Moderately,Neutral,Class/Work,2.25,1.0,3.3333333333333335,1.0
2939,Yes,ChatGPT-3.5,Occasionally,Very good,Friends/Family,1.75,1.0,1.6666666666666667,1.0
2940,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.5,2.0,3.3333333333333335,4.0
2941,Yes,ChatGPT-3.5,Occasionally,Very good,Friends/Family,3.25,2.5,2.3333333333333335,2.3333333333333335
2942,Yes,Both,Moderately,Good,Social media,3.25,2.5,3.0,2.0
2943,Yes,ChatGPT-3.5,Extensively,Good,Social media,4.5,4.5,5.0,4.0
2944,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,3.75,1.5,3.3333333333333335,3.6666666666666665
2945,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.25,2.0,3.0,2.0
2946,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,3.5,1.0,3.3333333333333335,3.0
2947,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,2.5,2.0,1.6666666666666667,2.3333333333333335
2948,Yes,ChatGPT-3.5,Occasionally,Good,Social media,3.0,2.5,2.3333333333333335,2.5
2949,Yes,ChatGPT-3.5,Moderately,Very good,Social media,3.25,3.5,3.0,3.0
2950,Yes,ChatGPT-3.5,Moderately,Neutral,Class/Work,4.0,2.5,4.666666666666667,3.3333333333333335
2951,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.5,3.0,2.6666666666666665,3.3333333333333335
2953,Yes,ChatGPT-3.5,Considerably,Very good,Social media,3.75,2.0,4.333333333333333,4.666666666666667
2954,Yes,ChatGPT-3.5,Considerably,Neutral,N/A,3.0,2.5,3.3333333333333335,2.6666666666666665
2955,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,3.5,2.5,3.0,3.3333333333333335
2956,Yes,ChatGPT-3.5,Occasionally,Good,Social media,3.25,1.5,2.6666666666666665,2.0
2957,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.25,2.0,2.6666666666666665,2.0
2958,Yes,ChatGPT-3.5,Rarely,Good,Social media,2.25,1.0,2.0,1.6666666666666667
2959,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,2.25,2.5,2.6666666666666665,1.6666666666666667
2960,Yes,ChatGPT-3.5,Moderately,Neutral,Social media,2.75,1.5,2.0,2.3333333333333335
2961,Yes,ChatGPT-3.5,Moderately,Neutral,Social media,2.5,1.0,2.0,2.3333333333333335
2962,Yes,ChatGPT-3.5,Rarely,Good,Social media,1.75,1.0,1.6666666666666667,1.6666666666666667
2963,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.25,1.5,3.0,2.0
2964,Yes,ChatGPT-3.5,Moderately,Very good,Friends/Family,2.75,1.0,2.6666666666666665,2.0
2965,Yes,ChatGPT-3.5,Rarely,Neutral,Friends/Family,1.75,1.0,2.0,1.6666666666666667
2966,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,2.75,1.0,3.3333333333333335,1.6666666666666667
2967,Yes,ChatGPT-3.5,Occasionally,Good,Social media,3.0,1.0,1.3333333333333333,3.0
2968,Yes,ChatGPT-3.5,Rarely,Neutral,Friends/Family,1.25,1.0,2.0,1.0
2970,Yes,ChatGPT-3.5,Occasionally,Good,N/A,2.5,2.5,2.3333333333333335,2.6666666666666665
2971,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.25,1.5,2.3333333333333335,1.0
2972,Yes,ChatGPT-3.5,Rarely,Good,Friends/Family,1.25,2.0,1.0,1.3333333333333333
2973,Yes,ChatGPT-3.5,Moderately,Good,Class/Work,3.5,3.0,3.3333333333333335,2.6666666666666665
